question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the spouse of the Green performer?,Miquette Giraudy,miquette giraudy,1.0,1.0,,9017,4,9059,1.1548230000771582,1.9035802918951958,20,30,1,3,green,green
q_1,Who founded the company that distributed the film UHF?,Mike Medavoy,morris mike medavoy,0.0,0.8,,24004,6,24055,1.3095230001490563,2.446090499870479,19,30,5,3,"uhf (film), orion pictures, tulsa, oklahoma, midnight fm, bluebox limited films",uhf
q_2,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,nuevo laredo municipality,0.0,0.0,,1803,4,1840,0.1534315838944167,1.4770215840544552,9,12,1,3,ciudad deportiva,ciudad deportiva
q_3,Where is Ulrich Walter's employer headquartered?,Cologne,chicago,0.0,0.0,,5472,2,5513,0.23139783390797675,1.7180519169196486,19,20,1,3,ulrich walter,ulrich walter
q_4,Which company owns the manufacturer of Learjet 60?,Bombardier Inc.,bombardier inc.,1.0,1.0,,1992,4,2039,0.20520833414047956,1.6729662499856204,10,30,5,3,"learjet, pw305a, bombardier inc., avro rj70, avro rj100",learjet 60
q_5,Who is the child of Caroline LeRoy's spouse?,Fletcher Webster,fletcher webster,1.0,1.0,,45180,4,45228,10.459835374960676,1.8010662500746548,18,30,5,3,"leroy, herman leroy, le roy, caroline leroy webster, breton ar roue",caroline leroy
q_6,"Who is the grandmother of Philippe, Duke of Orléans?",Marie de' Medici,marie amalie of bourbon-sicilies,0.0,0.28571428571428575,,7572,9,7618,8.361348541919142,0.8813975830562413,17,30,5,3,"philippe i, duke of orléans, philippe ii, duke of orléans, philippe, louis philippe, françois d'orléans, prince of joinville","philippe, duke of orl&#233;ans"
q_7,What is the goal of the group that European Movement Germany is a member of?,European integration,promoting European integration and disseminating information about it,0.0,0.4,,328,8,365,0.04791037505492568,1.6656534997746348,2,4,1,3,european movement germany,european movement germany
q_8,What company succeeded the owner of Empire Sports Network?,Time Warner Cable,time warner cable,1.0,1.0,,22416,4,22470,1.9856522919144481,1.6507970409002155,18,30,1,3,empire sports network,empire sports network
q_9,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,tanzania,0.0,0.0,,1731,3,1763,0.10567979188635945,1.499632874969393,20,22,1,3,lago district,lago district
q_10,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,lega pro,0.0,0.6666666666666666,,2782,2,2830,0.14887562510557473,0.8195090000517666,4,6,1,3,stadio ciro vigorito,stadio ciro vigorito
q_11,What is a notable work written by the author of The Timothy files?,Anderson Tapes,the anderson tapes,1.0,1.0,,322,4,353,0.0654120419640094,0.627151875058189,2,4,1,3,the timothy files,the timothy files
q_12,In which borough was Callum McManaman born?,Knowsley,metropolitan borough of knowsley,0.0,0.4,,6940,6,6976,0.3457122079562396,0.9516328750178218,18,30,1,3,callum mcmanaman,callum mcmanaman
q_13,What other county does the county where Imperial is located share a border with?,Crockett County,'pecos county' <--[is between]-- 'lancaster crossing',0.0,0.25,,5861,16,5924,0.35919104097411036,1.3651047500316054,28,30,1,3,imperial,imperial
q_14,In what county is William W. Blair's birthplace located?,Orleans County,"The knowledge graph does not contain information about ""William W. Blair"".",0.0,0.0,,30559,14,30604,12.735173042165115,1.7514169171918184,19,30,5,3,"blair brothers, blairtown, sheridan, george blair, blaine",william w. blair
q_15,What award did the author of The Red Tree receive?,Academy Award for Best Animated Short Film,NOT IN KNOWLEDGE GRAPH,0.0,0.0,,256,5,289,0.01989670912735164,0.5423364168964326,1,3,1,3,the red tree,the red tree
q_16,Where was Tyler MacDuff's child educated?,Blair High School,blair international baccalaureate school,0.0,0.5714285714285715,,4742,6,4795,0.21208800002932549,0.7197287501767278,7,30,5,3,"macduff, dana andrews, beverlie may anderson, blair high school, tyler blackburn",tyler macduff
q_17,Who is the spouse of the Rabbit Hole's producer?,Keith Urban,Nicole Kidman,0.0,0.0,,18149,2,18196,1.0696970000863075,1.4368839159142226,23,30,5,3,"blossom films, echo falls, down the rabbit hole, rabbit ears productions, ingrid",rabbit hole
q_18,Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,christina gyllenstierna,0.0,0.0,,4229,6,4281,0.798691000090912,0.8702939162030816,12,30,5,3,"sigrid eskilsdotter (banér), märta erikdotter leijonhufvud, svante stensson sture, siri dannevig, margaret leijonhufvud",sigrid eskilsdotter
q_19,In which county is Kimbrough Memorial Stadium located?,Randall County,randall county,1.0,1.0,,4523,3,4565,0.3221244169399142,1.264271000167355,20,13,1,3,kimbrough memorial stadium,kimbrough memorial stadium
q_20,What record label is the performer of Almost Made Ya signed to?,Derrty Entertainment,universal music group,0.0,0.0,,2259,3,2301,0.20193816698156297,1.2591995000839233,12,27,1,3,almost made ya,almost made ya
q_21,Where was the author of Hannibal and Scipio educated at?,Exeter College,Florence,0.0,0.0,,11248,1,11292,2.183437207946554,0.9614729590248317,19,30,3,3,"hannibal, scipio aemilianus, publius scipio","hannibal, scipio"
q_22,In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,charles county,1.0,1.0,,17218,3,17264,0.15516287507489324,1.5849208750296384,14,30,1,3,southern maryland electric cooperative,southern maryland electric cooperative
q_23,Who is the child of the Victim of Romance performer?,Chynna Phillips,chynna phillips,1.0,1.0,,409,5,456,0.03878766600973904,1.267335708020255,3,5,1,3,victim of romance,victim of romance
q_24,What county was Tim Dubois born in?,McDonald County,mcdonald county,1.0,1.0,,17424,5,17469,0.6586635001003742,1.6165373330004513,25,30,1,3,tim dubois,tim dubois
