question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the spouse of the Green performer?,Miquette Giraudy,miquette giraudy,1.0,1.0,,19927,4,19960,3.393706375034526,1.968385208165273,18,30,1,4,green,green
q_1,Who founded the company that distributed the film UHF?,Mike Medavoy,morris mike medavoy,0.0,0.8,,27725,6,27773,4.043301542056724,1.4899431250523776,20,30,5,4,"uhf (film), orion pictures, tulsa, oklahoma, midnight fm, bluebox limited films",uhf
q_2,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,nuevo laredo municipality,0.0,0.0,,20328,4,20368,0.32523683295585215,2.399761041859165,15,30,1,4,ciudad deportiva,ciudad deportiva
q_3,Where is Ulrich Walter's employer headquartered?,Cologne,german aerospace center,0.0,0.0,,23346,3,23396,0.6508776668924838,1.414815624943003,20,30,1,4,ulrich walter,ulrich walter
q_4,Which company owns the manufacturer of Learjet 60?,Bombardier Inc.,bombardier inc.,1.0,1.0,,1877,4,1926,0.2854001249652356,1.9404898749198765,7,30,5,4,"learjet, pw305a, bombardier inc., avro rj70, avro rj100",learjet 60
q_5,Who is the child of Caroline LeRoy's spouse?,Fletcher Webster,fletcher webster,1.0,1.0,,45731,4,45779,10.880465416936204,1.808791917050257,17,30,5,4,"leroy, herman leroy, le roy, caroline leroy webster, breton ar roue",caroline leroy
q_6,"Who is the grandmother of Philippe, Duke of Orléans?",Marie de' Medici,anne of austria,0.0,0.0,,20440,4,20492,8.119961417047307,1.9648667501751331,18,30,5,4,"philippe i, duke of orléans, philippe ii, duke of orléans, philippe, louis philippe, françois d'orléans, prince of joinville","philippe, duke of orl&#233;ans"
q_7,What is the goal of the group that European Movement Germany is a member of?,European integration,promoting European integration and disseminating information about it,0.0,0.4,,328,8,365,0.018836000002920628,1.634751542005688,2,4,1,4,european movement germany,european movement germany
q_8,What company succeeded the owner of Empire Sports Network?,Time Warner Cable,Time Warner Cable,1.0,1.0,,35871,3,35920,3.8649824170861393,1.8086476249154655,10,30,1,4,empire sports network,empire sports network
q_9,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,cabo delgado province,1.0,1.0,,3614,4,3664,0.26412270893342793,1.3855057088658214,23,30,1,4,lago district,lago district
q_10,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,lega pro,0.0,0.6666666666666666,,11295,2,11346,0.4613118751440197,1.1835200830828398,25,30,1,4,stadio ciro vigorito,stadio ciro vigorito
q_11,What is a notable work written by the author of The Timothy files?,Anderson Tapes,the anderson tapes,1.0,1.0,,853,4,893,0.009080749936401844,0.8829969170037657,7,11,1,4,the timothy files,the timothy files
q_12,In which borough was Callum McManaman born?,Knowsley,metropolitan borough of knowsley,0.0,0.4,,10558,6,10606,0.8197782919742167,0.9293681250419468,20,30,1,4,callum mcmanaman,callum mcmanaman
q_13,What other county does the county where Imperial is located share a border with?,Crockett County,crockett county,1.0,1.0,,22770,4,22820,0.6693312919232994,1.4238845419604331,18,30,1,4,imperial,imperial
q_14,In what county is William W. Blair's birthplace located?,Orleans County,sweetwater county,0.0,0.5,,28403,3,28455,11.130325292004272,1.4590994999743998,6,30,5,4,"blair brothers, blairtown, sheridan, george blair, blaine",william w. blair
q_15,What award did the author of The Red Tree receive?,Academy Award for Best Animated Short Film,academy award,0.0,0.4444444444444445,,1016,2,1046,0.025275958934798837,0.5936579159460962,3,6,1,4,the red tree,the red tree
q_16,Where was Tyler MacDuff's child educated?,Blair High School,blair international baccalaureate school,0.0,0.5714285714285715,,7092,6,7142,0.9612398750614375,1.455755583010614,11,30,5,4,"macduff, dana andrews, beverlie may anderson, blair high school, tyler blackburn",tyler macduff
q_17,Who is the spouse of the Rabbit Hole's producer?,Keith Urban,Nicole Kidman,0.0,0.0,,18607,2,18649,2.4621315409895033,1.2526990419719368,22,30,5,4,"blossom films, echo falls, down the rabbit hole, rabbit ears productions, ingrid",rabbit hole
q_18,Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,christina gyllenstierna,0.0,0.0,,5008,6,5061,1.5375852501019835,1.317760166944936,16,30,5,4,"sigrid eskilsdotter (banér), märta erikdotter leijonhufvud, svante stensson sture, siri dannevig, margaret leijonhufvud",sigrid eskilsdotter
q_19,In which county is Kimbrough Memorial Stadium located?,Randall County,randall county,1.0,1.0,,23193,3,23243,0.43533437512815,1.638763916911557,16,30,1,4,kimbrough memorial stadium,kimbrough memorial stadium
q_20,What record label is the performer of Almost Made Ya signed to?,Derrty Entertainment,derrty entertainment,1.0,1.0,,2810,3,2861,0.3268193749245256,1.441471458878368,11,30,1,4,almost made ya,almost made ya
q_21,Where was the author of Hannibal and Scipio educated at?,Exeter College,,0.0,0.0,,27722,1,27771,4.739547458011657,1.5900620419997722,17,30,3,4,"hannibal, scipio aemilianus, publius scipio","hannibal, scipio"
q_22,In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,charles county,1.0,1.0,,17465,3,17518,0.36470283404923975,1.275247166864574,18,30,1,4,southern maryland electric cooperative,southern maryland electric cooperative
q_23,Who is the child of the Victim of Romance performer?,Chynna Phillips,chynna phillips,1.0,1.0,,1016,5,1069,0.03540691710077226,1.1466750830877572,8,8,1,4,victim of romance,victim of romance
q_24,What county was Tim Dubois born in?,McDonald County,mcdonald county,1.0,1.0,,38141,5,38191,2.7940320421475917,2.3707783750724047,16,30,1,4,tim dubois,tim dubois
q_25,What record label did the person who is part of The Bruce Lee Band start?,Asian Man Records,dill records,0.0,0.4,,3029,3,3065,0.015384832862764597,0.6970062910113484,5,8,1,4,the bruce lee band,the bruce lee band
q_26,What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,emilia galotti,1.0,1.0,,36781,4,36833,3.6870520829688758,1.8512186252046376,14,30,1,4,miss sara sampson,miss sara sampson
q_27,What instrument is played by the person from The Blackout All-Stars?,conga,conga,1.0,1.0,,1770,2,1822,0.054667500080540776,0.8697469590697438,19,24,1,4,the blackout all-stars,the blackout all-stars
q_28,What is the seat of the county where Van Hook Township is located?,Stanley,mountrail county courthouse,0.0,0.0,,4391,4,4441,0.4878512918949127,0.7513390420936048,28,30,1,4,van hook township,van hook township
q_29,"Who is the father of Edward Baring, 1st Baron Revelstoke's father?","Sir Francis Baring, 1st Baronet","sir francis baring, 1st baronet",1.0,1.0,,33042,10,33098,4.874721540836617,1.6137414169497788,15,30,5,4,"baring family, sir francis baring, 1st baronet, henry baring, lieutenant-general charles baring, godfrey baring","edward baring, 1st baron revelstoke"
q_30,What group was the performer of Be the One a member of?,Jackson 5,the jackson 5,1.0,1.0,,2741,5,2792,0.034569500014185905,0.6904601671267301,21,30,1,4,be the one,be the one
q_31,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Eddie Argos,eddie argos,1.0,1.0,,310,4,342,0.005757833831012249,0.6010742911603302,1,4,1,4,bang bang rock & roll,bang bang rock & roll
q_32,What is the network which National Cycle Route 57 is part of an example of?,national cycling route network,national cycle network,0.0,0.5714285714285715,,35233,3,35282,0.7373595419339836,9.813111583003774,10,30,1,4,national cycle route 57,national cycle route 57
q_33,Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,johanne luise heiberg,1.0,1.0,,17437,7,17490,0.020038583083078265,1.543275041040033,23,30,1,4,peter andreas heiberg,peter andreas heiberg
q_34,The Unwinding author volunteered for which organisation?,Peace Corps,peace corps,1.0,1.0,,33944,2,33992,8.685233582975343,1.9333190829493103,20,30,5,4,"the unwinding: an inner history of the new america, undead series, peter thiel, barry unsworth, i'm dysfunctional, you're dysfunctional: the recovery movement and other self-help fashions",the unwinding
