question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the spouse of the Green performer?,Miquette Giraudy,miquette giraudy,1.0,1.0,,27272,4,27322,6.0303680000361055,1.3376436249818653,20,30,1,3,green,green
q_1,Who founded the company that distributed the film UHF?,Mike Medavoy,morris mike medavoy,0.0,0.8,,28419,6,28470,6.507209500065073,1.8327070001978427,20,30,5,3,"uhf (film), orion pictures, tulsa, oklahoma, midnight fm, bluebox limited films",uhf
q_2,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,nuevo laredo municipality,0.0,0.0,,5216,4,5256,0.3445255421102047,1.7030618749558926,15,30,1,3,ciudad deportiva,ciudad deportiva
q_3,Where is Ulrich Walter's employer headquartered?,Cologne,german aerospace center,0.0,0.0,,8048,3,8098,0.5462456250097603,1.3851587921380997,19,30,1,3,ulrich walter,ulrich walter
q_4,Which company owns the manufacturer of Learjet 60?,Bombardier Inc.,'thomson-csf',0.0,0.0,,1931,7,1980,0.3869587080553174,1.43710762495175,10,30,5,3,"learjet, pw305a, bombardier inc., avro rj70, avro rj100",learjet 60
q_5,Who is the child of Caroline LeRoy's spouse?,Fletcher Webster,hannah cornell,0.0,0.0,,43707,4,43755,27.35001075011678,1.547745707910508,15,30,5,3,"leroy, herman leroy, le roy, caroline leroy webster, breton ar roue",caroline leroy
q_6,"Who is the grandmother of Philippe, Duke of Orléans?",Marie de' Medici,anne of austria,0.0,0.0,,30647,4,30701,19.349278833018616,2.185931208077818,23,30,5,3,"philippe i, duke of orléans, philippe ii, duke of orléans, philippe, louis philippe, françois d'orléans, prince of joinville","philippe, duke of orl&#233;ans"
q_7,What is the goal of the group that European Movement Germany is a member of?,European integration,promoting European integration and disseminating information about it,0.0,0.4,,328,8,367,0.14928083308041096,1.2155712079256773,2,4,1,3,european movement germany,european movement germany
q_8,What company succeeded the owner of Empire Sports Network?,Time Warner Cable,time warner cable,1.0,1.0,,32450,4,32499,7.600940292002633,2.3284132920671254,11,30,1,3,empire sports network,empire sports network
q_9,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,cabo delgado province,1.0,1.0,,3673,4,3710,0.22797441598959267,1.6102370000444353,25,30,1,3,lago district,lago district
q_10,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,lega pro,0.0,0.6666666666666666,,11332,2,11382,0.2961219169665128,0.8467537499964237,25,30,1,3,stadio ciro vigorito,stadio ciro vigorito
q_11,What is a notable work written by the author of The Timothy files?,Anderson Tapes,the anderson tapes,1.0,1.0,,569,4,618,0.02103854203596711,0.7741141661535949,4,7,1,3,the timothy files,the timothy files
q_12,In which borough was Callum McManaman born?,Knowsley,metropolitan borough of knowsley,0.0,0.4,,7270,6,7326,1.174824875080958,0.9682899999897927,21,30,1,3,callum mcmanaman,callum mcmanaman
q_13,What other county does the county where Imperial is located share a border with?,Crockett County,crockett county,1.0,1.0,,20347,4,20398,0.7726792921312153,1.1862805830314755,22,30,1,3,imperial,imperial
q_14,In what county is William W. Blair's birthplace located?,Orleans County,sweetwater county,0.0,0.5,,34442,3,34494,22.981383791891858,2.0817174590192735,12,30,5,3,"blair brothers, blairtown, sheridan, george blair, blaine",william w. blair
q_15,What award did the author of The Red Tree receive?,Academy Award for Best Animated Short Film,academy award,0.0,0.4444444444444445,,1016,2,1046,0.12203258299268782,0.7225609999150038,3,6,1,3,the red tree,the red tree
q_16,Where was Tyler MacDuff's child educated?,Blair High School,Blair International Baccalaureate School,0.0,0.5714285714285715,,6791,6,6847,1.193491708021611,0.7428024997934699,10,30,5,3,"macduff, dana andrews, beverlie may anderson, blair high school, tyler blackburn",tyler macduff
q_17,Who is the spouse of the Rabbit Hole's producer?,Keith Urban,Nicole Kidman,0.0,0.0,,18043,2,18092,2.693881541956216,1.9228613749146461,21,30,5,3,"blossom films, echo falls, down the rabbit hole, rabbit ears productions, ingrid",rabbit hole
q_18,Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,king gustav vasa,0.0,0.0,,4403,5,4457,0.8602919590193778,0.8896993750240654,15,30,5,3,"sigrid eskilsdotter (banér), märta erikdotter leijonhufvud, svante stensson sture, siri dannevig, margaret leijonhufvud",sigrid eskilsdotter
q_19,In which county is Kimbrough Memorial Stadium located?,Randall County,randall county,1.0,1.0,,22708,3,22757,0.37658004206605256,1.2499284578952938,17,30,1,3,kimbrough memorial stadium,kimbrough memorial stadium
q_20,What record label is the performer of Almost Made Ya signed to?,Derrty Entertainment,universal music group,0.0,0.0,,2744,3,2798,0.3383019589819014,0.860410374822095,12,30,1,3,almost made ya,almost made ya
q_21,Where was the author of Hannibal and Scipio educated at?,Exeter College,"The provided knowledge graph does not contain information about where the author of ""Hannibal"" and ""Scipio"" was educated.",0.0,0.0,,27672,25,27744,3.4816837501712143,1.4978921660222113,16,30,3,3,"hannibal, scipio aemilianus, publius scipio","hannibal, scipio"
q_22,In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,charles county,1.0,1.0,,17231,3,17281,0.4923937499988824,1.1403375419322401,14,30,1,3,southern maryland electric cooperative,southern maryland electric cooperative
q_23,Who is the child of the Victim of Romance performer?,Chynna Phillips,chynna phillips,1.0,1.0,,742,5,783,0.29752245894633234,0.7105283751152456,6,7,1,3,victim of romance,victim of romance
q_24,What county was Tim Dubois born in?,McDonald County,mcdonald county,1.0,1.0,,23400,5,23452,0.45329887489788234,1.19977170904167,15,30,1,3,tim dubois,tim dubois
q_25,What record label did the person who is part of The Bruce Lee Band start?,Asian Man Records,dill records,0.0,0.4,,513,3,549,0.016914208186790347,0.6776116660330445,5,7,1,3,the bruce lee band,the bruce lee band
q_26,What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,emilia galotti,1.0,1.0,,39996,4,40048,4.859486208064482,1.7031384999863803,14,30,1,3,miss sara sampson,miss sara sampson
q_27,What instrument is played by the person from The Blackout All-Stars?,conga,conga,1.0,1.0,,1559,2,1609,0.055457792012020946,0.6549042919650674,17,21,1,3,the blackout all-stars,the blackout all-stars
q_28,What is the seat of the county where Van Hook Township is located?,Stanley,mountrail county courthouse,0.0,0.0,,4391,4,4442,0.20486225001513958,0.6674801670014858,28,30,1,3,van hook township,van hook township
q_29,"Who is the father of Edward Baring, 1st Baron Revelstoke's father?","Sir Francis Baring, 1st Baronet","sir francis baring, 1st baronet",1.0,1.0,,26641,10,26692,8.400641791988164,1.3632195419631898,21,30,5,3,"baring family, sir francis baring, 1st baronet, henry baring, lieutenant-general charles baring, godfrey baring","edward baring, 1st baron revelstoke"
q_30,What group was the performer of Be the One a member of?,Jackson 5,the jackson 5,1.0,1.0,,2158,5,2211,0.03826545807532966,0.6806680420413613,16,21,1,3,be the one,be the one
q_31,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Eddie Argos,eddie argos,1.0,1.0,,310,4,342,0.017227166797965765,0.6414593749213964,1,4,1,3,bang bang rock & roll,bang bang rock & roll
q_32,What is the network which National Cycle Route 57 is part of an example of?,national cycling route network,national cycle network,0.0,0.5714285714285715,,35518,3,35559,1.5671715838834643,1.6550974999554455,14,30,1,3,national cycle route 57,national cycle route 57
q_33,Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,johanne luise heiberg,1.0,1.0,,1838,7,1892,0.04901391710154712,0.7859322500880808,14,16,1,3,peter andreas heiberg,peter andreas heiberg
q_34,The Unwinding author volunteered for which organisation?,Peace Corps,peace corps,1.0,1.0,,29223,2,29268,21.733107750071213,1.5854635410942137,19,30,5,3,"the unwinding: an inner history of the new america, undead series, peter thiel, barry unsworth, i'm dysfunctional, you're dysfunctional: the recovery movement and other self-help fashions",the unwinding
