question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the spouse of the Green performer?,Miquette Giraudy,miquette giraudy,1.0,1.0,,25903,4,25944,2.948872125009075,1.5120943749789149,20,30,1,3,green,green
q_1,Who founded the company that distributed the film UHF?,Mike Medavoy,morris mike medavoy,0.0,0.8,,26346,6,26396,4.094784999964759,1.7637773749884218,20,30,5,3,"uhf (film), orion pictures, tulsa, oklahoma, midnight fm, bluebox limited films",uhf
q_2,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,tamaulipas,1.0,1.0,,5216,3,5267,0.11417062510736287,1.7184033750090748,15,30,1,3,ciudad deportiva,ciudad deportiva
q_3,Where is Ulrich Walter's employer headquartered?,Cologne,german aerospace center,0.0,0.0,,8199,3,8251,0.29358624992892146,1.5468994160182774,24,30,1,3,ulrich walter,ulrich walter
q_4,Which company owns the manufacturer of Learjet 60?,Bombardier Inc.,bombardier inc.,1.0,1.0,,2015,4,2062,0.22331179212778807,1.421939125051722,13,30,5,3,"learjet, pw305a, bombardier inc., avro rj70, avro rj100",learjet 60
q_5,Who is the child of Caroline LeRoy's spouse?,Fletcher Webster,hannah cornell,0.0,0.0,,44887,4,44935,26.768974124919623,2.846732582896948,17,30,5,3,"leroy, herman leroy, le roy, caroline leroy webster, breton ar roue",caroline leroy
q_6,"Who is the grandmother of Philippe, Duke of Orléans?",Marie de' Medici,anne of austria,0.0,0.0,,32005,4,32051,20.817278875038028,1.8648178330622613,20,30,5,3,"philippe i, duke of orléans, philippe ii, duke of orléans, philippe, louis philippe, françois d'orléans, prince of joinville","philippe, duke of orl&#233;ans"
q_7,What is the goal of the group that European Movement Germany is a member of?,European integration,promoting European integration and disseminating information about it,0.0,0.4,,328,8,365,0.030941041884943843,1.6733744579833,2,4,1,3,european movement germany,european movement germany
q_8,What company succeeded the owner of Empire Sports Network?,Time Warner Cable,time warner cable,1.0,1.0,,29651,4,29689,6.4400956670288,1.5008593751117587,13,30,1,3,empire sports network,empire sports network
q_9,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,cabo delgado province,1.0,1.0,,3649,4,3700,0.1075362078845501,1.5682285409420729,23,30,1,3,lago district,lago district
q_10,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,lega pro,0.0,0.6666666666666666,,11332,2,11382,0.3023895409423858,1.096526957815513,25,30,1,3,stadio ciro vigorito,stadio ciro vigorito
q_11,What is a notable work written by the author of The Timothy files?,Anderson Tapes,the anderson tapes,1.0,1.0,,569,4,610,0.07715633301995695,0.7149651669897139,4,7,1,3,the timothy files,the timothy files
q_12,In which borough was Callum McManaman born?,Knowsley,metropolitan borough of knowsley,0.0,0.4,,7271,6,7308,0.8499090420082211,0.8645702910143882,18,30,1,3,callum mcmanaman,callum mcmanaman
q_13,What other county does the county where Imperial is located share a border with?,Crockett County,crockett county,1.0,1.0,,20443,4,20478,0.6362462497781962,1.2788718750234693,20,30,1,3,imperial,imperial
q_14,In what county is William W. Blair's birthplace located?,Orleans County,sweetwater county,0.0,0.5,,30185,3,30217,24.7845311248675,1.946467125089839,19,30,5,3,"blair brothers, blairtown, sheridan, george blair, blaine",william w. blair
q_15,What award did the author of The Red Tree receive?,Academy Award for Best Animated Short Film,academy award,0.0,0.4444444444444445,,1016,2,1068,0.031099250074476004,0.8001640420407057,3,6,1,3,the red tree,the red tree
q_16,Where was Tyler MacDuff's child educated?,Blair High School,blair high school,1.0,1.0,,7134,4,7174,0.5899069579318166,0.949311250122264,7,30,5,3,"macduff, dana andrews, beverlie may anderson, blair high school, tyler blackburn",tyler macduff
q_17,Who is the spouse of the Rabbit Hole's producer?,Keith Urban,,0.0,0.0,,18029,0,18076,1.1679765421431512,1.1929753329604864,20,30,5,3,"blossom films, echo falls, down the rabbit hole, rabbit ears productions, ingrid",rabbit hole
q_18,Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,king gustav vasa,0.0,0.0,,4225,5,4277,0.6428498330060393,0.9379458748735487,14,30,5,3,"sigrid eskilsdotter (banér), märta erikdotter leijonhufvud, svante stensson sture, siri dannevig, margaret leijonhufvud",sigrid eskilsdotter
q_19,In which county is Kimbrough Memorial Stadium located?,Randall County,randall county,1.0,1.0,,22854,3,22904,0.22894691582769156,1.570752042112872,17,30,1,3,kimbrough memorial stadium,kimbrough memorial stadium
