question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the mother of the director of film Polish-Russian War (Film)?,Małgorzata Braunek,małgorzata braunek,1.0,1.0,,2239,6,2291,0.029876499902457,1.7642262091394514,20,24,1,3,polish-russian war (film),polish-russian war (film)
q_1,"Which film came out first, Blind Shaft or The Mask Of Fu Manchu?",The Mask Of Fu Manchu,The Mask Of Fu Manchu,1.0,1.0,,2783,6,2838,0.11026537511497736,1.8940739589743316,22,30,2,3,"blind shaft, the mask of fu manchu","blind shaft, the mask of fu manchu"
q_2,"When did John V, Prince Of Anhalt-Zerbst's father die?",12 June 1516,dessau,0.0,0.0,,3720,2,3752,0.10928870784118772,1.578074499964714,21,30,1,3,"john v, prince of anhalt-zerbst","john v, prince of anhalt-zerbst"
q_3,What is the award that the director of film Wearing Velvet Slippers Under A Golden Umbrella won?,Myanmar Motion Picture Academy Awards,myanmar motion picture academy awards,1.0,1.0,,644,6,684,0.023734833113849163,1.5750007089227438,8,10,1,3,wearing velvet slippers under a golden umbrella,wearing velvet slippers under a golden umbrella
q_4,Where was the director of film Ronnie Rocket born?,"Missoula, Montana",missoula,0.0,0.6666666666666666,,3132,2,3179,0.09605429088696837,2.039545124862343,21,30,1,3,ronnie rocket,ronnie rocket
q_5,Who is Charles Bretagne Marie De La Trémoille's paternal grandfather?,Charles Armand René de La Trémoille,charles armand rené de la trémoille,1.0,1.0,,3904,12,3959,0.09420008398592472,1.7829159998800606,4,30,1,3,charles bretagne marie de la trémoille,charles bretagne marie de la trémoille
q_6,Where was the father of Ștefan I. Nenițescu born?,Galați,galați,1.0,1.0,,1765,3,1800,0.09369208291172981,1.4709799580741674,28,30,1,3,ștefan i. nenițescu,ștefan i. nenițescu
q_7,Are North Marion High School (Oregon) and Seoul High School both located in the same country?,no,no,1.0,1.0,,6603,1,6650,0.1600633750203997,1.8671810000669211,18,30,3,3,"broadacres, donald, seoul high school","north marion high school (oregon), seoul high school"
q_8,"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",El Extraño Viaje,el extraño viaje,1.0,1.0,,7163,3,7213,0.0801401671487838,2.034960832912475,25,30,2,3,"el extraño viaje, love in pawn","el extraño viaje, love in pawn"
q_9,Who is the maternal grandfather of Antiochus X Eusebes?,Ptolemy IX Lathyros,'antiochus ix cyzicenus',0.0,0.3333333333333333,,1853,10,1909,0.09484362485818565,1.9109809168148786,2,30,1,3,antiochus x eusebes,antiochus x eusebes
q_10,"Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?",The Working Class Goes To Heaven,Crimen a las tres,0.0,0.0,,4682,5,4725,0.13027712516486645,0.8434604168869555,17,30,2,3,"crimen a las tres, the working class goes to heaven","crimen a las tres, the working class goes to heaven"
q_11,"Which film has the director born first, Once A Gentleman or The Girl In White?",Once A Gentleman,Once A Gentleman,1.0,1.0,,3479,3,3515,0.048261834075674415,0.6680272498633713,25,30,2,3,"once a gentleman, the girl in white","once a gentleman, the girl in white"
q_12,"Which film has the director who died earlier, Il Seduttore or The Trial Of Joan Of Arc?",The Trial Of Joan Of Arc,Il Seduttore,0.0,0.0,,6680,3,6723,0.12167208292521536,0.7888342090882361,17,30,2,3,"il seduttore, the trial of joan of arc","il seduttore, the trial of joan of arc"
q_13,Where was the director of film Thomas Jefferson (Film) born?,Brooklyn,ken burns,0.0,0.0,,10430,2,10479,0.05134529201313853,0.7219691670034081,28,30,1,3,thomas jefferson (film),thomas jefferson (film)
q_14,Why did Grand Duke Kirill Vladimirovich Of Russia's wife die?,stroke,"I am sorry, but the provided knowledge graph does not contain information about why Grand Duke Kirill Vladimirovich Of Russia's wife died.",0.0,0.0,,8785,29,8853,1.089124291203916,1.194242165889591,15,30,1,3,grand duke kirill vladimirovich of russia,grand duke kirill vladimirovich of russia
q_15,Where was the place of death of the director of film Beat Girl?,Nice,nice,1.0,1.0,,15300,1,15341,0.9249903750605881,0.9975973330438137,26,30,1,3,beat girl,beat girl
q_16,"Who died first, Fleetwood Sheppard or George William Whitaker?",Fleetwood Sheppard,Fleetwood Sheppard,1.0,1.0,,4720,3,4760,0.2140436249319464,0.6537453329656273,24,30,2,3,"fleetwood sheppard, george william whitaker","fleetwood sheppard, george william whitaker"
q_17,"Which film has the director born first, The Raven'S Dance or Keïta! L'Héritage Du Griot?",The Raven'S Dance,The Raven's Dance,1.0,1.0,,2766,5,2821,0.028765124967321754,0.5948791671544313,20,30,2,3,"the raven's dance, keïta! l'héritage du griot","the raven's dance, keïta! l'héritage du griot"
q_18,When did Jean Martin (Singer)'s husband die?,1983,william black,0.0,0.0,,8034,3,8078,0.4271969171240926,0.7315854590851814,23,30,5,3,"jean martin, carla jean martin, don martin, jean sharon, matthew quinn martin",jean martin (singer)
q_19,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",Tangled Destinies,Tangled Destinies,1.0,1.0,,5280,5,5322,0.09629412507638335,0.801980541087687,20,30,2,3,"tangled destinies, the daltons' women","tangled destinies, the daltons' women"
q_20,"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,Moment Of Danger,1.0,1.0,,3452,3,3503,0.18625962501391768,0.8653080840595067,21,30,2,3,"moment of danger, the ballad of josie","moment of danger, the ballad of josie"
q_21,What nationality is the director of film World And Time Enough?,United States,united states,1.0,1.0,,7649,2,7702,0.019379291916266084,1.0874565420672297,25,21,1,3,world and time enough,world and time enough
q_22,"Which film has the director died earlier, Poker In Bed or The Machine To Kill Bad People?",The Machine To Kill Bad People,the machine to kill bad people,1.0,1.0,,7292,6,7334,0.03309433301910758,0.6995489581022412,12,30,2,3,"poker in bed, the machine to kill bad people","poker in bed, the machine to kill bad people"
q_23,"Which film whose director is younger, Heads I Win, Tails You Lose or The Incredible Sarah?","Heads I Win, Tails You Lose","Heads I Win, Tails You Lose",1.0,1.0,,3925,8,3980,0.05238620890304446,0.7592052079271525,26,30,2,3,"heads i win, tails you lose, the incredible sarah","heads i win, tails you lose, the incredible sarah"
q_24,"Who is Catherine Of Pomerania, Countess Palatine Of Neumarkt's father-in-law?",Rupert,rupert iii of the palatinate,0.0,0.4,,4238,8,4282,0.13379399990662932,0.6501600830815732,12,30,5,3,"catherine of pomerania, neumarkt, christiane henriette of zweibrücken- birkenfeld, countess palatine dorothea catherine of birkenfeld-bischweiler, pomerania","catherine of pomerania, countess palatine of neumarkt"
q_25,Who is Marie Zéphyrine Of France's paternal grandmother?,Marie Leszczyńska,marie leszczyńska,1.0,1.0,,7381,4,7432,0.03985224990174174,0.9579937909729779,18,30,1,3,marie zéphyrine of france,marie zéphyrine of france
q_26,"Which film has the director died earlier, Condemned Women or Faces In The Dark?",Condemned Women,Condemned Women,1.0,1.0,,3347,4,3386,0.04379954095929861,0.8691518751438707,23,30,2,3,"condemned women, faces in the dark","condemned women, faces in the dark"
