question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the mother of the director of film Polish-Russian War (Film)?,Małgorzata Braunek,małgorzata braunek,1.0,1.0,,5167,6,5219,0.34502604184672236,1.6122272918000815,20,30,1,4,polish-russian war (film),polish-russian war (film)
q_1,"Which film came out first, Blind Shaft or The Mask Of Fu Manchu?",The Mask Of Fu Manchu,the mask of fu manchu,1.0,1.0,,2924,6,2976,0.5605121671687812,1.4695549157913774,22,30,2,4,"blind shaft, the mask of fu manchu","blind shaft, the mask of fu manchu"
q_2,"When did John V, Prince Of Anhalt-Zerbst's father die?",12 June 1516,zerbst,0.0,0.0,,4133,2,4185,0.26758154085837305,1.3777724590618163,17,30,1,4,"john v, prince of anhalt-zerbst","john v, prince of anhalt-zerbst"
q_3,What is the award that the director of film Wearing Velvet Slippers Under A Golden Umbrella won?,Myanmar Motion Picture Academy Awards,myanmar motion picture academy awards,1.0,1.0,,644,6,684,0.013418041868135333,1.6785126249305904,8,10,1,4,wearing velvet slippers under a golden umbrella,wearing velvet slippers under a golden umbrella
q_4,Where was the director of film Ronnie Rocket born?,"Missoula, Montana",missoula,0.0,0.6666666666666666,,3147,2,3194,0.2429564578924328,1.505863750120625,21,30,1,4,ronnie rocket,ronnie rocket
q_5,Who is Charles Bretagne Marie De La Trémoille's paternal grandfather?,Charles Armand René de La Trémoille,charles armand rené de la trémoille,1.0,1.0,,3934,12,3995,0.05725120799615979,1.8215445829555392,5,30,1,4,charles bretagne marie de la trémoille,charles bretagne marie de la trémoille
q_6,Where was the father of Ștefan I. Nenițescu born?,Galați,galați,1.0,1.0,,2343,3,2378,0.11608933401294053,1.4510449580848217,21,30,1,4,ștefan i. nenițescu,ștefan i. nenițescu
q_7,Are North Marion High School (Oregon) and Seoul High School both located in the same country?,no,No,1.0,1.0,,6586,1,6633,0.5167265417985618,1.173225874779746,18,30,3,4,"broadacres, donald, seoul high school","north marion high school (oregon), seoul high school"
q_8,"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",El Extraño Viaje,el extraño viaje,1.0,1.0,,7207,3,7257,0.09335370780900121,1.9255255421157929,25,30,2,4,"el extraño viaje, love in pawn","el extraño viaje, love in pawn"
q_9,Who is the maternal grandfather of Antiochus X Eusebes?,Ptolemy IX Lathyros,ptolemy ix lathyros,1.0,1.0,,2005,7,2059,0.09822108293883502,0.7529042498208582,7,30,1,4,antiochus x eusebes,antiochus x eusebes
q_10,"Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?",The Working Class Goes To Heaven,Crimen A Las Tres,0.0,0.0,,3398,5,3441,0.34832041687332094,0.7326796250417829,17,30,2,4,"crimen a las tres, the working class goes to heaven","crimen a las tres, the working class goes to heaven"
q_11,"Which film has the director born first, Once A Gentleman or The Girl In White?",Once A Gentleman,Once a Gentleman,1.0,1.0,,3477,3,3528,0.13117791712284088,0.7068649169523269,25,30,2,4,"once a gentleman, the girl in white","once a gentleman, the girl in white"
