question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_0,Who is the mother of the director of film Polish-Russian War (Film)?,Małgorzata Braunek,małgorzata braunek,1.0,1.0,,2239,6,2284,0.09766299999319017,1.1676818339619786,20,24,1,3,polish-russian war (film),polish-russian war (film)
q_1,"Which film came out first, Blind Shaft or The Mask Of Fu Manchu?",The Mask Of Fu Manchu,The Mask Of Fu Manchu,1.0,1.0,,2677,6,2717,0.2427813750691712,1.5262146249879152,22,30,2,3,"blind shaft, the mask of fu manchu","blind shaft, the mask of fu manchu"
q_2,"When did John V, Prince Of Anhalt-Zerbst's father die?",12 June 1516,dessau,0.0,0.0,,3740,2,3772,0.23189091705717146,1.3365285000763834,23,30,1,3,"john v, prince of anhalt-zerbst","john v, prince of anhalt-zerbst"
q_3,What is the award that the director of film Wearing Velvet Slippers Under A Golden Umbrella won?,Myanmar Motion Picture Academy Awards,myanmar motion picture academy awards,1.0,1.0,,644,6,698,0.07804970885626972,1.6650690000969917,8,10,1,3,wearing velvet slippers under a golden umbrella,wearing velvet slippers under a golden umbrella
q_4,Where was the director of film Ronnie Rocket born?,"Missoula, Montana",missoula,0.0,0.6666666666666666,,3098,2,3142,0.185730499913916,1.5368007498327643,20,30,1,3,ronnie rocket,ronnie rocket
q_5,Who is Charles Bretagne Marie De La Trémoille's paternal grandfather?,Charles Armand René de La Trémoille,charles armand rené de la trémoille,1.0,1.0,,3904,12,3946,0.1463371249847114,1.6870987501461059,4,30,1,3,charles bretagne marie de la trémoille,charles bretagne marie de la trémoille
q_6,Where was the father of Ștefan I. Nenițescu born?,Galați,galați,1.0,1.0,,1852,3,1903,0.18905070796608925,1.491160583915189,28,30,1,3,ștefan i. nenițescu,ștefan i. nenițescu
q_7,Are North Marion High School (Oregon) and Seoul High School both located in the same country?,no,no,1.0,1.0,,6593,1,6641,0.2551393751055002,1.7151184580288827,20,30,3,3,"broadacres, donald, seoul high school","north marion high school (oregon), seoul high school"
q_8,"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",El Extraño Viaje,El Extraño Viaje,1.0,1.0,,7163,5,7205,0.12591920816339552,1.6946364170871675,25,30,2,3,"el extraño viaje, love in pawn","el extraño viaje, love in pawn"
q_9,Who is the maternal grandfather of Antiochus X Eusebes?,Ptolemy IX Lathyros,Ptolemy IX Lathyros,1.0,1.0,,1853,7,1899,0.17570675001479685,1.518258250085637,2,30,1,3,antiochus x eusebes,antiochus x eusebes
q_10,"Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?",The Working Class Goes To Heaven,Crimen a las tres,0.0,0.0,,4541,5,4584,0.11717362492345273,1.0588626661337912,17,30,2,3,"crimen a las tres, the working class goes to heaven","crimen a las tres, the working class goes to heaven"
q_11,"Which film has the director born first, Once A Gentleman or The Girl In White?",Once A Gentleman,Once A Gentleman,1.0,1.0,,3114,3,3164,0.03762020799331367,0.725376334041357,14,30,2,3,"once a gentleman, the girl in white","once a gentleman, the girl in white"
q_12,"Which film has the director who died earlier, Il Seduttore or The Trial Of Joan Of Arc?",The Trial Of Joan Of Arc,Il seduttore,0.0,0.0,,6681,3,6722,0.12713141599670053,1.059140999801457,17,30,2,3,"il seduttore, the trial of joan of arc","il seduttore, the trial of joan of arc"
q_13,Where was the director of film Thomas Jefferson (Film) born?,Brooklyn,ken burns,0.0,0.0,,10430,2,10479,0.06638591689988971,0.8249794580042362,28,30,1,3,thomas jefferson (film),thomas jefferson (film)
q_14,Why did Grand Duke Kirill Vladimirovich Of Russia's wife die?,stroke,The knowledge graph does not contain information about why Grand Duke Kirill Vladimirovich Of Russia's wife died.,0.0,0.0,,8601,23,8662,1.7691101669333875,0.836918291868642,12,30,1,3,grand duke kirill vladimirovich of russia,grand duke kirill vladimirovich of russia
q_15,Where was the place of death of the director of film Beat Girl?,Nice,nice,1.0,1.0,,15267,1,15297,1.5986155420541763,1.0691367089748383,22,30,1,3,beat girl,beat girl
q_16,"Who died first, Fleetwood Sheppard or George William Whitaker?",Fleetwood Sheppard,Fleetwood Sheppard,1.0,1.0,,2202,3,2245,0.7522151251323521,0.9360631671734154,21,30,2,3,"fleetwood sheppard, george william whitaker","fleetwood sheppard, george william whitaker"
q_17,"Which film has the director born first, The Raven'S Dance or Keïta! L'Héritage Du Griot?",The Raven'S Dance,The Raven's Dance,1.0,1.0,,2766,5,2821,0.5388489169999957,0.7302619158290327,20,30,2,3,"the raven's dance, keïta! l'héritage du griot","the raven's dance, keïta! l'héritage du griot"
q_18,When did Jean Martin (Singer)'s husband die?,1983,'william black',0.0,0.0,,7991,5,8043,0.9241303328890353,0.75518904090859,22,30,5,3,"jean martin, carla jean martin, don martin, jean sharon, matthew quinn martin",jean martin (singer)
q_19,"Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",Tangled Destinies,Tangled Destinies,1.0,1.0,,5227,5,5269,0.49136904207989573,0.7511579999700189,18,30,2,3,"tangled destinies, the daltons' women","tangled destinies, the daltons' women"
q_20,"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,Moment Of Danger,1.0,1.0,,3605,3,3649,0.2568310000933707,0.7822340840939432,21,30,2,3,"moment of danger, the ballad of josie","moment of danger, the ballad of josie"
q_21,What nationality is the director of film World And Time Enough?,United States,united states,1.0,1.0,,7649,2,7696,0.04231629194691777,0.7246250410098583,25,21,1,3,world and time enough,world and time enough
q_22,"Which film has the director died earlier, Poker In Bed or The Machine To Kill Bad People?",The Machine To Kill Bad People,the machine to kill bad people,1.0,1.0,,7320,6,7374,0.04029508284293115,0.76958316587843,13,30,2,3,"poker in bed, the machine to kill bad people","poker in bed, the machine to kill bad people"
q_23,"Which film whose director is younger, Heads I Win, Tails You Lose or The Incredible Sarah?","Heads I Win, Tails You Lose",The Incredible Sarah,0.0,0.0,,3939,3,3978,0.12876991694793105,0.6849806250538677,24,30,2,3,"heads i win, tails you lose, the incredible sarah","heads i win, tails you lose, the incredible sarah"
q_24,"Who is Catherine Of Pomerania, Countess Palatine Of Neumarkt's father-in-law?",Rupert,rupert iii of the palatinate,0.0,0.4,,4171,8,4230,0.15441354201175272,0.6188524160534143,10,30,5,3,"catherine of pomerania, neumarkt, christiane henriette of zweibrücken- birkenfeld, countess palatine dorothea catherine of birkenfeld-bischweiler, pomerania","catherine of pomerania, countess palatine of neumarkt"
q_25,Who is Marie Zéphyrine Of France's paternal grandmother?,Marie Leszczyńska,marie leszczyńska,1.0,1.0,,7381,4,7422,0.06540783308446407,1.1127003750298172,18,30,1,3,marie zéphyrine of france,marie zéphyrine of france
q_26,"Which film has the director died earlier, Condemned Women or Faces In The Dark?",Condemned Women,condemned women,1.0,1.0,,3363,4,3410,0.06383662484586239,1.3303214169573039,22,30,2,3,"condemned women, faces in the dark","condemned women, faces in the dark"
q_27,Who is the spouse of the director of film Eden And After?,Catherine Robbe-Grillet,catherine robbe-grillet,1.0,1.0,,3849,7,3883,0.025546916062012315,0.6715088752098382,17,23,1,3,eden and after,eden and after
q_28,Where was the place of death of Anastasia Of Serbia's husband?,Hilandar,mount athos,0.0,0.0,,2099,3,2151,0.029987999936565757,0.5499702079687268,18,30,1,3,anastasia of serbia,anastasia of serbia
